Order_ID,Region,Segment,Category,Sub_Category,Year,Month,Quantity,Unit_Cost,Unit_Price,Discount,Sales,Profit,Date
249,Nord,Entreprise,Furniture,Chairs,2022,9,4,83.54,100.18,0.1,400.73,66.57,2022-09-01
250,Nord,Corporate,Office Supplies,Storage,2022,2,5,468.4,561.78,0.1,2808.9,466.9,2022-02-01
251,Centre,Consommateur,Office Supplies,Storage,2024,1,3,218.58,268.78,0.1,806.33,150.59,2024-01-01
252,Nord,Corporate,Furniture,Tables,2024,2,3,86.78,114.51,0.0,343.54,83.2,2024-02-01
253,Sud,Consommateur,Furniture,Bookcases,2025,12,3,187.03,245.99,0.0,737.96,176.87,2025-12-01
254,Centre,Consommateur,Furniture,Tables,2023,8,4,356.59,389.98,0.2,1559.93,133.57,2023-08-01
255,Sud,Entreprise,Furniture,Tables,2024,11,7,135.82,164.23,0.1,1149.59,198.85,2024-11-01
256,Centre,Corporate,Furniture,Tables,2025,5,8,468.01,562.96,0.1,4503.71,759.63,2025-05-01
257,Est,Entreprise,Office Supplies,Paper,2025,8,3,405.88,527.4,0.0,1582.21,364.57,2025-08-01
258,Sud,Entreprise,Technology,Accessories,2025,9,4,453.37,590.35,0.0,2361.39,547.91,2025-09-01
259,Sud,Entreprise,Office Supplies,Storage,2023,1,3,92.18,103.56,0.2,310.67,34.13,2023-01-01
260,Est,Corporate,Technology,Phones,2023,1,9,126.31,153.96,0.0,1385.65,248.86,2023-01-01
261,Nord,Corporate,Office Supplies,Binders,2023,9,8,471.8,564.25,0.1,4513.97,739.57,2023-09-01
262,Est,Entreprise,Office Supplies,Storage,2025,4,1,278.92,343.03,0.05,343.03,64.11,2025-04-01
263,Centre,Entreprise,Technology,Phones,2023,5,2,251.08,314.48,0.05,628.97,126.81,2023-05-01
264,Sud,Corporate,Furniture,Chairs,2025,1,2,477.17,623.71,0.0,1247.43,293.09,2025-01-01
265,Sud,Entreprise,Furniture,Tables,2024,3,8,136.47,157.6,0.15,1260.83,169.07,2024-03-01
266,Sud,Consommateur,Office Supplies,Paper,2025,6,2,398.19,478.76,0.1,957.52,161.14,2025-06-01
267,Sud,Consommateur,Technology,Accessories,2023,2,2,184.35,233.23,0.0,466.45,97.75,2023-02-01
268,Sud,Consommateur,Technology,Accessories,2022,8,3,415.28,494.01,0.1,1482.03,236.19,2022-08-01
269,Est,Corporate,Technology,Accessories,2025,8,6,182.84,218.73,0.15,1312.39,215.35,2025-08-01
270,Nord,Consommateur,Office Supplies,Binders,2022,4,3,224.21,246.98,0.15,740.94,68.31,2022-04-01
271,Centre,Consommateur,Furniture,Bookcases,2025,6,4,421.83,454.88,0.2,1819.52,132.2,2025-06-01
272,Est,Entreprise,Furniture,Chairs,2023,6,3,140.93,168.55,0.1,505.66,82.87,2023-06-01
273,Sud,Corporate,Furniture,Tables,2025,12,5,349.31,399.6,0.15,1997.99,251.44,2025-12-01
274,Centre,Corporate,Office Supplies,Binders,2024,6,5,385.66,481.28,0.05,2406.41,478.11,2024-06-01
275,Est,Consommateur,Furniture,Chairs,2024,5,2,383.47,508.78,0.0,1017.56,250.62,2024-05-01
276,Est,Entreprise,Office Supplies,Paper,2024,5,7,491.51,635.99,0.0,4451.91,1011.34,2024-05-01
277,Nord,Consommateur,Office Supplies,Binders,2022,12,1,94.36,114.77,0.05,114.77,20.41,2022-12-01
278,Sud,Entreprise,Technology,Copiers,2024,9,4,200.97,261.25,0.0,1044.99,241.11,2024-09-01
279,Centre,Consommateur,Office Supplies,Binders,2022,6,8,101.95,129.08,0.0,1032.65,217.05,2022-06-01
280,Sud,Consommateur,Office Supplies,Paper,2023,11,9,496.06,591.15,0.1,5320.39,855.85,2023-11-01
281,Centre,Consommateur,Technology,Copiers,2024,11,9,351.07,406.47,0.15,3658.26,498.63,2024-11-01
282,Nord,Entreprise,Technology,Accessories,2022,8,5,223.59,290.54,0.05,1452.71,334.76,2022-08-01
283,Est,Entreprise,Furniture,Chairs,2022,8,9,217.28,253.89,0.15,2284.99,329.47,2022-08-01
284,Est,Entreprise,Office Supplies,Binders,2022,8,2,33.79,39.03,0.15,78.05,10.47,2022-08-01
285,Sud,Entreprise,Technology,Phones,2025,4,8,108.84,119.71,0.2,957.64,86.92,2025-04-01
286,Est,Entreprise,Furniture,Chairs,2022,1,2,494.14,571.62,0.15,1143.24,154.96,2022-01-01
287,Est,Consommateur,Furniture,Tables,2024,5,5,204.71,267.69,0.0,1338.43,314.88,2024-05-01
288,Sud,Corporate,Technology,Copiers,2022,5,2,498.83,597.17,0.1,1194.33,196.67,2022-05-01
289,Nord,Entreprise,Office Supplies,Binders,2023,7,2,469.78,512.07,0.2,1024.15,84.59,2023-07-01
290,Nord,Entreprise,Furniture,Tables,2023,4,9,361.92,411.95,0.15,3707.53,450.25,2023-04-01
291,Centre,Entreprise,Furniture,Tables,2025,8,5,463.75,512.26,0.2,2561.31,242.56,2025-08-01
292,Est,Consommateur,Furniture,Tables,2025,10,9,416.75,492.12,0.1,4429.05,678.3,2025-10-01
293,Sud,Entreprise,Office Supplies,Paper,2025,6,4,434.93,526.57,0.1,2106.27,366.55,2025-06-01
294,Sud,Corporate,Furniture,Chairs,2022,5,8,131.87,167.99,0.0,1343.95,288.99,2022-05-01
295,Est,Entreprise,Furniture,Bookcases,2025,1,4,137.66,161.87,0.1,647.49,96.85,2025-01-01
296,Nord,Entreprise,Office Supplies,Binders,2025,11,8,222.84,275.7,0.05,2205.62,422.9,2025-11-01
297,Centre,Entreprise,Furniture,Tables,2024,1,2,316.71,368.66,0.15,737.31,103.89,2024-01-01
298,Sud,Entreprise,Furniture,Tables,2025,3,6,490.73,585.48,0.1,3512.87,568.49,2025-03-01
299,Est,Entreprise,Office Supplies,Paper,2022,8,8,425.51,544.45,0.0,4355.57,951.49,2022-08-01
300,Est,Entreprise,Technology,Phones,2022,2,7,383.51,479.54,0.05,3356.8,672.23,2022-02-01
301,Centre,Entreprise,Office Supplies,Binders,2024,3,7,439.46,510.74,0.15,3575.19,498.97,2024-03-01
302,Nord,Corporate,Furniture,Tables,2024,9,5,310.91,362.44,0.15,1812.18,257.63,2024-09-01
303,Nord,Entreprise,Office Supplies,Storage,2024,1,8,347.95,385.77,0.2,3086.2,302.6,2024-01-01
304,Centre,Consommateur,Office Supplies,Paper,2024,12,1,120.25,146.46,0.1,146.46,26.21,2024-12-01
305,Sud,Entreprise,Technology,Accessories,2023,9,7,309.42,340.86,0.2,2385.99,220.05,2023-09-01
306,Centre,Corporate,Technology,Copiers,2025,12,7,78.78,105.69,0.0,739.82,188.36,2025-12-01
307,Nord,Entreprise,Furniture,Tables,2023,9,3,41.77,54.25,0.1,162.76,37.45,2023-09-01
308,Sud,Consommateur,Furniture,Tables,2024,10,3,30.21,36.35,0.15,109.06,18.43,2024-10-01
309,Centre,Consommateur,Technology,Copiers,2025,12,8,125.76,159.87,0.05,1278.98,272.9,2025-12-01
310,Nord,Corporate,Technology,Copiers,2022,8,7,213.85,257.88,0.1,1805.14,308.19,2022-08-01
311,Sud,Corporate,Furniture,Tables,2024,1,3,189.77,231.7,0.1,695.09,125.78,2024-01-01
312,Centre,Consommateur,Office Supplies,Storage,2024,1,4,184.81,213.07,0.15,852.28,113.04,2024-01-01
313,Nord,Corporate,Technology,Copiers,2025,2,5,48.32,62.89,0.0,314.44,72.84,2025-02-01
314,Centre,Entreprise,Technology,Accessories,2024,7,6,40.28,49.74,0.2,298.44,56.76,2024-07-01
315,Sud,Entreprise,Furniture,Bookcases,2023,3,8,159.04,196.5,0.1,1572.04,299.72,2023-03-01
316,Sud,Entreprise,Office Supplies,Binders,2025,12,2,332.3,405.55,0.1,811.1,146.5,2025-12-01
317,Centre,Corporate,Technology,Copiers,2025,7,2,159.94,172.46,0.2,344.93,25.05,2025-07-01
318,Nord,Corporate,Furniture,Bookcases,2024,12,9,254.35,296.74,0.15,2670.67,381.52,2024-12-01
319,Sud,Consommateur,Technology,Phones,2022,6,7,174.33,189.28,0.2,1324.95,104.64,2022-06-01
320,Sud,Corporate,Technology,Copiers,2023,5,5,497.41,619.29,0.05,3096.44,609.39,2023-05-01
321,Nord,Consommateur,Technology,Accessories,2023,6,1,394.13,429.43,0.2,429.43,35.3,2023-06-01
322,Nord,Corporate,Furniture,Chairs,2022,7,3,171.11,194.79,0.15,584.38,71.05,2022-07-01
323,Centre,Corporate,Technology,Phones,2022,8,3,263.34,320.68,0.1,962.04,172.02,2022-08-01
324,Nord,Entreprise,Furniture,Chairs,2024,9,3,101.37,130.42,0.0,391.26,87.15,2024-09-01
325,Sud,Corporate,Technology,Accessories,2023,9,5,357.13,395.36,0.2,1976.82,191.17,2023-09-01
326,Nord,Corporate,Furniture,Tables,2025,8,7,129.89,155.33,0.1,1087.31,178.08,2025-08-01
327,Centre,Entreprise,Office Supplies,Storage,2022,1,3,214.53,256.84,0.1,770.51,126.92,2022-01-01
328,Sud,Entreprise,Furniture,Tables,2022,3,8,364.26,433.86,0.1,3470.86,556.78,2022-03-01
329,Centre,Corporate,Office Supplies,Storage,2023,8,8,58.08,68.35,0.05,546.81,82.17,2023-08-01
330,Centre,Consommateur,Technology,Copiers,2025,5,7,66.84,84.42,0.05,590.97,123.09,2025-05-01
331,Est,Consommateur,Technology,Copiers,2022,1,1,253.45,306.76,0.1,306.76,53.31,2022-01-01
332,Centre,Corporate,Technology,Accessories,2023,8,2,375.22,474.96,0.05,949.91,199.47,2023-08-01
333,Est,Entreprise,Furniture,Tables,2025,7,9,276.7,342.38,0.05,3081.39,591.09,2025-07-01
334,Est,Entreprise,Technology,Accessories,2022,1,7,305.8,360.74,0.1,2525.18,384.58,2022-01-01
335,Centre,Consommateur,Technology,Phones,2022,4,5,395.18,426.22,0.2,2131.1,155.2,2022-04-01
336,Est,Consommateur,Furniture,Tables,2025,12,2,109.66,139.7,0.05,279.41,60.09,2025-12-01
337,Sud,Consommateur,Technology,Phones,2025,1,5,100.54,115.45,0.15,577.27,74.57,2025-01-01
338,Centre,Corporate,Furniture,Chairs,2023,7,7,388.54,507.89,0.0,3555.25,835.47,2023-07-01
339,Centre,Consommateur,Technology,Phones,2023,2,8,127.25,162.79,0.05,1302.31,284.31,2023-02-01
340,Sud,Consommateur,Technology,Copiers,2023,11,4,164.39,177.9,0.2,711.59,54.03,2023-11-01
341,Centre,Entreprise,Technology,Copiers,2023,9,6,39.84,42.23,0.1,253.37,14.33,2023-09-01
342,Nord,Corporate,Technology,Copiers,2023,12,7,326.52,426.22,0.0,2983.57,697.93,2023-12-01
343,Sud,Consommateur,Furniture,Bookcases,2024,11,2,220.92,276.98,0.05,553.96,112.12,2024-11-01
344,Est,Corporate,Technology,Copiers,2023,10,2,102.46,123.82,0.05,247.64,42.72,2023-10-01
345,Sud,Consommateur,Office Supplies,Binders,2023,12,1,436.97,483.77,0.2,483.77,46.8,2023-12-01
346,Nord,Entreprise,Technology,Accessories,2022,12,1,400.77,520.77,0.0,520.77,120.0,2022-12-01
347,Sud,Entreprise,Technology,Copiers,2023,9,3,391.67,510.71,0.0,1532.12,357.11,2023-09-01
348,Nord,Entreprise,Technology,Accessories,2025,8,1,493.94,638.27,0.0,638.27,144.33,2025-08-01
349,Sud,Entreprise,Office Supplies,Binders,2023,2,1,324.35,360.0,0.2,360.0,35.65,2023-02-01
350,Centre,Corporate,Technology,Accessories,2022,8,3,401.55,519.9,0.0,1559.71,355.06,2022-08-01
351,Sud,Corporate,Office Supplies,Paper,2022,3,8,458.59,508.15,0.2,4065.22,396.5,2022-03-01
352,Nord,Consommateur,Technology,Phones,2023,4,6,283.97,336.95,0.1,2021.7,317.88,2023-04-01
353,Centre,Consommateur,Furniture,Bookcases,2025,6,9,308.87,357.06,0.15,3213.56,433.73,2025-06-01
354,Nord,Consommateur,Office Supplies,Binders,2023,8,2,109.32,132.6,0.1,265.19,46.55,2023-08-01
355,Centre,Corporate,Furniture,Tables,2023,7,3,313.02,401.18,0.0,1203.54,264.48,2023-07-01
356,Centre,Entreprise,Office Supplies,Paper,2024,5,1,20.77,26.03,0.05,26.03,5.26,2024-05-01
357,Sud,Entreprise,Technology,Accessories,2025,12,1,427.18,490.4,0.15,490.4,63.22,2025-12-01
358,Nord,Corporate,Furniture,Chairs,2025,5,5,163.61,200.02,0.05,1000.08,182.03,2025-05-01
359,Sud,Corporate,Office Supplies,Storage,2023,5,3,336.86,372.35,0.2,1117.04,106.46,2023-05-01
360,Nord,Corporate,Technology,Accessories,2024,12,2,290.53,367.97,0.05,735.94,154.88,2024-12-01
361,Centre,Corporate,Technology,Accessories,2022,7,6,389.38,472.62,0.1,2835.74,499.46,2022-07-01
362,Nord,Consommateur,Furniture,Tables,2024,5,1,105.22,132.16,0.0,132.16,26.94,2024-05-01
363,Est,Corporate,Furniture,Tables,2025,12,5,489.95,538.32,0.2,2691.6,241.85,2025-12-01
364,Est,Consommateur,Furniture,Tables,2022,5,6,425.77,495.19,0.15,2971.15,416.53,2022-05-01
365,Sud,Corporate,Furniture,Tables,2024,2,4,303.62,385.25,0.0,1541.01,326.53,2024-02-01
366,Nord,Entreprise,Office Supplies,Paper,2022,6,7,453.53,496.83,0.2,3477.8,303.09,2022-06-01
367,Nord,Entreprise,Technology,Copiers,2024,1,6,40.28,53.46,0.15,320.75,79.07,2024-01-01
368,Centre,Entreprise,Furniture,Tables,2022,6,5,93.61,113.81,0.05,569.07,101.02,2022-06-01
369,Sud,Consommateur,Technology,Phones,2024,12,2,252.39,312.1,0.1,624.21,119.43,2024-12-01
370,Centre,Entreprise,Technology,Copiers,2023,5,1,108.64,143.16,0.05,143.16,34.52,2023-05-01
371,Sud,Corporate,Office Supplies,Binders,2024,12,5,331.86,425.17,0.0,2125.85,466.55,2024-12-01
372,Nord,Corporate,Office Supplies,Paper,2023,12,7,98.8,125.61,0.15,879.25,187.65,2023-12-01
373,Nord,Corporate,Furniture,Chairs,2022,4,2,40.68,56.43,0.1,112.86,31.5,2022-04-01
374,Sud,Consommateur,Technology,Copiers,2024,3,6,179.82,200.08,0.2,1200.45,121.53,2024-03-01
375,Sud,Corporate,Technology,Phones,2025,6,3,122.57,142.56,0.1,427.69,59.98,2025-06-01
376,Centre,Consommateur,Office Supplies,Storage,2024,12,8,235.26,261.66,0.15,2093.32,211.24,2024-12-01
377,Sud,Consommateur,Furniture,Bookcases,2024,4,3,321.72,374.13,0.15,1122.38,157.22,2024-04-01
378,Centre,Entreprise,Technology,Copiers,2024,5,9,173.06,191.35,0.2,1722.16,164.62,2024-05-01
379,Centre,Consommateur,Office Supplies,Binders,2024,10,3,491.68,570.67,0.15,1712.02,236.98,2024-10-01
380,Nord,Consommateur,Furniture,Tables,2025,5,6,71.75,97.42,0.0,584.54,154.04,2025-05-01
381,Est,Entreprise,Technology,Accessories,2023,2,7,79.81,93.36,0.05,653.5,94.83,2023-02-01
382,Nord,Corporate,Office Supplies,Binders,2022,3,3,69.09,97.94,0.0,293.81,86.54,2022-03-01
383,Sud,Consommateur,Furniture,Tables,2025,10,5,31.2,36.91,0.2,184.54,28.54,2025-10-01
384,Nord,Corporate,Technology,Phones,2022,4,8,110.26,124.82,0.2,998.59,116.51,2022-04-01
385,Centre,Entreprise,Furniture,Bookcases,2022,10,9,134.91,174.69,0.0,1572.25,358.06,2022-10-01
386,Centre,Corporate,Office Supplies,Paper,2025,4,7,178.21,229.93,0.1,1609.49,362.02,2025-04-01
387,Sud,Corporate,Furniture,Bookcases,2022,1,5,61.3,70.96,0.2,354.8,48.3,2022-01-01
388,Sud,Entreprise,Office Supplies,Binders,2025,10,4,168.7,181.37,0.2,725.46,50.66,2025-10-01
389,Sud,Entreprise,Furniture,Bookcases,2022,3,3,202.13,246.5,0.1,739.5,133.11,2022-03-01
390,Est,Consommateur,Technology,Phones,2023,4,5,345.24,402.8,0.15,2013.98,287.78,2023-04-01
391,Nord,Corporate,Technology,Copiers,2023,6,4,416.95,482.66,0.15,1930.63,262.83,2023-06-01
392,Est,Consommateur,Office Supplies,Storage,2025,11,7,407.22,514.15,0.05,3599.03,748.49,2025-11-01
393,Est,Consommateur,Furniture,Tables,2025,3,6,236.42,258.59,0.2,1551.57,133.05,2025-03-01
394,Centre,Entreprise,Furniture,Tables,2022,5,6,91.11,100.07,0.15,600.43,53.77,2022-05-01
395,Nord,Consommateur,Office Supplies,Paper,2025,6,9,114.27,138.89,0.05,1250.03,221.6,2025-06-01
396,Nord,Consommateur,Furniture,Tables,2023,5,6,291.33,311.94,0.2,1871.64,123.66,2023-05-01
397,Est,Entreprise,Technology,Accessories,2022,4,5,185.76,218.92,0.1,1094.58,165.78,2022-04-01
398,Sud,Entreprise,Furniture,Tables,2023,8,9,153.35,186.27,0.05,1676.46,296.31,2023-08-01
399,Sud,Entreprise,Furniture,Chairs,2025,1,3,128.42,160.62,0.05,481.86,96.6,2025-01-01
400,Sud,Corporate,Furniture,Bookcases,2024,12,8,144.92,168.54,0.15,1348.35,188.99,2024-12-01
401,Est,Corporate,Office Supplies,Binders,2022,12,3,457.23,544.81,0.1,1634.42,262.73,2022-12-01
402,Sud,Consommateur,Technology,Phones,2022,4,2,212.73,249.84,0.15,499.69,74.23,2022-04-01
403,Centre,Corporate,Furniture,Bookcases,2025,5,1,318.35,383.49,0.1,383.49,65.14,2025-05-01
404,Sud,Corporate,Office Supplies,Binders,2022,11,3,433.46,563.44,0.0,1690.31,389.93,2022-11-01
405,Est,Entreprise,Technology,Phones,2022,2,6,219.6,251.81,0.15,1510.86,193.26,2022-02-01
406,Nord,Consommateur,Technology,Phones,2024,6,2,478.12,529.5,0.2,1058.99,102.75,2024-06-01
407,Sud,Consommateur,Technology,Copiers,2025,2,1,490.65,590.9,0.1,590.9,100.25,2025-02-01
408,Nord,Consommateur,Technology,Phones,2022,5,7,319.58,378.62,0.1,2650.34,413.28,2022-05-01
409,Est,Corporate,Office Supplies,Paper,2023,4,6,131.53,153.36,0.15,920.18,131.0,2023-04-01
410,Centre,Consommateur,Office Supplies,Storage,2022,5,4,435.11,569.05,0.0,2276.22,535.78,2022-05-01
411,Centre,Entreprise,Office Supplies,Binders,2023,7,1,322.12,395.33,0.1,395.33,73.21,2023-07-01
412,Est,Corporate,Technology,Accessories,2022,4,8,487.93,559.31,0.15,4474.51,571.07,2022-04-01
413,Nord,Entreprise,Office Supplies,Paper,2023,7,8,429.15,462.93,0.2,3703.4,270.2,2023-07-01
414,Sud,Entreprise,Office Supplies,Storage,2024,12,2,376.93,431.64,0.15,863.28,109.42,2024-12-01
415,Centre,Consommateur,Office Supplies,Storage,2023,5,2,104.09,131.68,0.0,263.35,55.17,2023-05-01
416,Est,Entreprise,Technology,Copiers,2025,7,6,147.01,154.82,0.2,928.89,46.83,2025-07-01
417,Centre,Corporate,Office Supplies,Paper,2023,9,4,65.05,73.06,0.2,292.25,32.05,2023-09-01
418,Centre,Entreprise,Furniture,Bookcases,2023,1,3,288.9,366.26,0.05,1098.78,232.08,2023-01-01
419,Nord,Entreprise,Furniture,Tables,2024,11,4,379.23,417.79,0.2,1671.15,154.23,2024-11-01
420,Est,Entreprise,Office Supplies,Binders,2022,11,2,129.8,158.15,0.1,316.3,56.7,2022-11-01
421,Nord,Entreprise,Furniture,Bookcases,2024,11,5,435.12,524.19,0.1,2620.95,445.35,2024-11-01
422,Nord,Entreprise,Furniture,Tables,2022,12,6,109.37,138.15,0.1,828.89,172.67,2022-12-01
423,Nord,Consommateur,Technology,Accessories,2024,12,9,356.76,449.76,0.05,4047.85,837.01,2024-12-01
424,Centre,Consommateur,Technology,Phones,2024,12,1,65.26,75.07,0.0,75.07,9.81,2024-12-01
425,Est,Entreprise,Furniture,Bookcases,2024,9,1,426.82,516.55,0.1,516.55,89.73,2024-09-01
426,Est,Entreprise,Furniture,Bookcases,2025,12,6,354.69,403.14,0.15,2418.86,290.72,2025-12-01
427,Est,Entreprise,Office Supplies,Binders,2024,4,5,246.4,270.71,0.2,1353.54,121.54,2024-04-01
428,Est,Consommateur,Furniture,Bookcases,2022,11,6,69.08,87.56,0.15,525.34,110.86,2022-11-01
429,Nord,Corporate,Office Supplies,Storage,2024,6,2,274.4,355.51,0.0,711.01,162.21,2024-06-01
430,Nord,Consommateur,Office Supplies,Binders,2025,5,2,423.16,552.85,0.0,1105.71,259.39,2025-05-01
431,Sud,Entreprise,Furniture,Chairs,2022,4,8,158.98,196.42,0.05,1571.38,299.54,2022-04-01
432,Nord,Corporate,Office Supplies,Binders,2025,7,2,182.9,240.53,0.0,481.06,115.26,2025-07-01
433,Est,Consommateur,Furniture,Bookcases,2023,9,3,345.44,381.73,0.2,1145.18,108.86,2023-09-01
434,Sud,Corporate,Office Supplies,Binders,2025,7,8,288.88,331.19,0.15,2649.49,338.45,2025-07-01
435,Sud,Consommateur,Technology,Phones,2025,8,6,79.84,92.84,0.15,557.06,78.02,2025-08-01
436,Est,Corporate,Office Supplies,Storage,2025,7,9,156.0,177.46,0.15,1597.18,193.18,2025-07-01
437,Centre,Entreprise,Office Supplies,Storage,2022,10,6,462.73,559.11,0.1,3354.69,578.31,2022-10-01
438,Centre,Entreprise,Office Supplies,Paper,2024,11,9,316.45,407.08,0.0,3663.7,815.65,2024-11-01
439,Centre,Entreprise,Furniture,Chairs,2024,8,1,154.57,173.45,0.2,173.45,18.88,2024-08-01
440,Est,Entreprise,Furniture,Bookcases,2024,6,2,321.3,357.67,0.2,715.33,72.73,2024-06-01
441,Centre,Corporate,Furniture,Tables,2023,9,7,307.09,406.09,0.0,2842.63,693.0,2023-09-01
442,Sud,Corporate,Technology,Accessories,2022,8,6,95.65,113.6,0.15,681.63,107.73,2022-08-01
443,Est,Corporate,Office Supplies,Binders,2024,6,6,50.38,62.09,0.15,372.57,70.29,2024-06-01
444,Sud,Entreprise,Office Supplies,Storage,2023,1,6,56.44,66.57,0.2,399.42,60.78,2023-01-01
445,Est,Corporate,Technology,Copiers,2024,2,3,407.61,533.77,0.0,1601.32,378.49,2024-02-01
446,Centre,Consommateur,Furniture,Bookcases,2024,10,4,33.71,51.79,0.0,207.17,72.33,2024-10-01
447,Nord,Corporate,Office Supplies,Paper,2025,8,8,269.37,305.43,0.15,2443.48,288.52,2025-08-01
448,Nord,Corporate,Office Supplies,Storage,2023,11,5,456.25,546.84,0.1,2734.18,452.93,2023-11-01
449,Centre,Entreprise,Furniture,Tables,2023,2,6,281.13,351.59,0.05,2109.52,422.74,2023-02-01
450,Sud,Corporate,Furniture,Bookcases,2022,9,1,398.26,489.89,0.05,489.89,91.63,2022-09-01
451,Sud,Entreprise,Furniture,Bookcases,2023,10,1,444.89,555.89,0.05,555.89,111.0,2023-10-01
452,Nord,Corporate,Technology,Copiers,2023,6,6,238.63,309.39,0.0,1856.35,424.57,2023-06-01
453,Centre,Corporate,Office Supplies,Paper,2025,1,2,358.36,396.52,0.2,793.05,76.33,2025-01-01
454,Centre,Consommateur,Furniture,Chairs,2023,2,3,343.89,445.38,0.0,1336.14,304.47,2023-02-01
455,Centre,Consommateur,Office Supplies,Paper,2022,3,6,105.45,123.9,0.2,743.42,110.72,2022-03-01
456,Sud,Entreprise,Technology,Phones,2023,4,8,208.51,249.3,0.1,1994.44,326.36,2023-04-01
457,Est,Entreprise,Technology,Copiers,2023,7,9,102.15,142.0,0.0,1277.98,358.63,2023-07-01
458,Sud,Corporate,Technology,Accessories,2025,2,5,304.36,389.5,0.05,1947.51,425.71,2025-02-01
459,Sud,Corporate,Furniture,Chairs,2023,9,2,307.85,358.95,0.15,717.9,102.2,2023-09-01
460,Est,Entreprise,Office Supplies,Paper,2025,2,5,388.01,420.94,0.2,2104.68,164.63,2025-02-01
461,Sud,Corporate,Office Supplies,Paper,2023,2,2,438.61,567.35,0.0,1134.69,257.47,2023-02-01
462,Nord,Consommateur,Office Supplies,Storage,2022,11,6,179.93,231.46,0.0,1388.77,309.19,2022-11-01
463,Est,Entreprise,Office Supplies,Storage,2022,11,8,423.63,492.86,0.15,3942.86,553.82,2022-11-01
464,Nord,Consommateur,Furniture,Tables,2025,2,2,369.0,460.83,0.05,921.67,183.67,2025-02-01
465,Centre,Consommateur,Furniture,Chairs,2023,2,9,218.2,289.88,0.0,2608.88,645.08,2023-02-01
466,Est,Corporate,Office Supplies,Paper,2023,10,9,181.77,235.24,0.0,2117.17,481.24,2023-10-01
467,Nord,Entreprise,Furniture,Tables,2022,10,5,105.04,134.4,0.05,671.99,146.79,2022-10-01
468,Nord,Entreprise,Office Supplies,Paper,2023,5,4,347.42,420.09,0.1,1680.37,290.69,2023-05-01
469,Centre,Corporate,Furniture,Chairs,2024,3,3,177.46,224.07,0.0,672.22,139.84,2024-03-01
470,Est,Corporate,Technology,Accessories,2022,2,9,206.6,279.62,0.0,2516.59,657.19,2022-02-01
471,Centre,Corporate,Technology,Phones,2023,2,8,493.51,570.28,0.15,4562.28,614.2,2023-02-01
472,Nord,Corporate,Furniture,Tables,2024,8,1,170.22,190.29,0.15,190.29,20.07,2024-08-01
473,Nord,Entreprise,Technology,Accessories,2023,4,6,320.49,371.5,0.15,2228.97,306.03,2023-04-01
474,Nord,Corporate,Technology,Copiers,2025,11,7,474.14,595.31,0.05,4167.18,848.2,2025-11-01
475,Sud,Corporate,Office Supplies,Paper,2023,6,9,410.14,472.12,0.15,4249.04,557.78,2023-06-01
476,Sud,Corporate,Furniture,Tables,2025,10,1,357.51,444.92,0.05,444.92,87.41,2025-10-01
477,Nord,Corporate,Office Supplies,Paper,2023,1,5,78.17,90.98,0.15,454.91,64.06,2023-01-01
478,Centre,Corporate,Technology,Accessories,2024,10,4,464.94,578.18,0.05,2312.71,452.95,2024-10-01
479,Sud,Corporate,Furniture,Bookcases,2025,1,5,303.5,364.61,0.1,1823.06,305.56,2025-01-01
480,Sud,Entreprise,Furniture,Chairs,2025,7,2,164.79,197.33,0.1,394.67,65.09,2025-07-01
481,Centre,Corporate,Technology,Accessories,2025,7,7,365.71,463.88,0.05,3247.19,687.22,2025-07-01
482,Est,Entreprise,Technology,Copiers,2023,8,8,496.36,640.75,0.0,5125.99,1155.11,2023-08-01
483,Sud,Consommateur,Technology,Phones,2023,8,2,495.31,539.11,0.2,1078.22,87.6,2023-08-01
484,Sud,Entreprise,Office Supplies,Storage,2024,8,2,206.34,273.69,0.0,547.38,134.7,2024-08-01
485,Est,Entreprise,Office Supplies,Binders,2023,6,2,210.42,244.64,0.15,489.28,68.44,2023-06-01
486,Est,Entreprise,Office Supplies,Binders,2022,5,5,173.1,199.51,0.1,997.53,132.03,2022-05-01
487,Est,Corporate,Furniture,Tables,2022,2,3,175.67,201.37,0.15,604.11,77.1,2022-02-01
488,Est,Corporate,Office Supplies,Paper,2022,11,5,181.56,223.44,0.05,1117.2,209.4,2022-11-01
489,Est,Corporate,Furniture,Tables,2023,11,7,460.39,503.49,0.2,3524.44,301.71,2023-11-01
490,Sud,Corporate,Furniture,Chairs,2022,11,4,21.97,28.89,0.15,115.58,27.7,2022-11-01
491,Sud,Corporate,Technology,Accessories,2025,9,9,318.29,347.91,0.2,3131.15,266.54,2025-09-01
492,Centre,Corporate,Furniture,Bookcases,2022,3,1,412.6,523.96,0.05,523.96,111.36,2022-03-01
493,Est,Consommateur,Furniture,Tables,2025,8,4,146.27,158.39,0.2,633.55,48.47,2025-08-01
494,Nord,Entreprise,Furniture,Bookcases,2025,2,1,37.93,42.81,0.2,42.81,4.88,2025-02-01
495,Nord,Consommateur,Office Supplies,Paper,2025,7,8,491.08,541.14,0.2,4329.14,400.5,2025-07-01
496,Centre,Corporate,Technology,Accessories,2022,3,3,492.16,544.26,0.2,1632.78,156.3,2022-03-01
497,Centre,Corporate,Technology,Phones,2024,7,7,352.45,377.13,0.2,2639.91,172.76,2024-07-01
